id,name,id,date,time,SB-Right,SB-Thru,SB-Left,WB-Right,WB-Thru,WB-Left,NB-Right,NB-Thru,NB-Left,EB-Right,EB-Thru,EB-Left,SB-Ped,WB-Ped,NB-Ped,EB-Ped,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,09:45-10:00,18,114,2,,12,4,21,288,5,3,27,9,2,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,10:00-10:15,30,130,2,,15,3,15,230,3,2,23,7,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,10:15-10:30,21,138,1,1,19,4,13,189,2,3,21,9,1,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,10:30-10:45,12,146,1,1,18,4,10,148,2,2,19,6,,,1,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,10:45-11:00,12,113,2,2,6,4,7,197,1,1,17,3,3,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,11:00-11:15,11,137,1,1,13,6,6,168,1,1,15,2,,,1,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,11:15-11:30,6,128,1,,7,6,4,178,2,2,13,1,2,1,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,11:30-11:45,12,124,2,,11,4,3,161,1,1,10,2,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,11:45-12:00,10,135,,,14,8,2,176,1,2,6,1,2,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,12:00-12:15,15,122,1,,16,1,3,166,2,3,8,2,1,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,12:15-12:30,13,118,3,,24,3,5,149,8,4,13,9,,1,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,12:30-12:45,12,150,1,,11,3,4,133,6,3,11,8,2,,1,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,12:45-13:00,5,104,1,4,40,7,3,131,3,2,7,6,,1,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,14:00-14:15,8,172,1,1,11,11,6,136,,2,11,7,,,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,14:15-14:30,14,174,,,10,7,7,139,2,1,13,8,3,1,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,14:30-14:45,14,197,2,,24,13,5,137,2,4,11,9,1,1,5,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,14:45-15:00,9,203,,,18,6,3,159,1,3,9,7,,4,6,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,15:00-15:15,8,174,2,1,8,8,10,207,3,7,11,4,3,,6,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,15:15-15:30,16,187,2,,22,8,11,228,4,9,15,3,7,,5,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,15:30-15:45,15,236,3,,23,10,13,239,3,7,13,2,5,3,3,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,15:45-16:00,13,260,2,,21,11,11,249,4,8,15,3,3,1,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,16:00-16:15,16,285,3,,23,12,14,256,3,8,16,6,5,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,16:15-16:30,12,289,,1,15,12,11,245,4,11,14,7,2,,,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,16:30-16:45,16,256,,,23,12,10,236,5,13,10,8,5,,1,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,16:45-17:00,25,272,,,20,14,9,220,4,10,11,9,5,,,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,17:00-17:15,12,142,1,,19,11,7,237,3,15,9,11,4,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,17:15-17:30,12,221,3,,26,15,6,221,2,11,8,7,3,,1,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,17:30-17:45,15,264,3,,23,13,5,216,2,7,7,6,2,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/NEBRASKA%20AVENUE %20NEWARK%20STREET%20%26%20ROCKWOOD%20PARKWAY%20NW.txt,NEBRASKA AVENUE NW NEWARK STREET & ROCKWOOD PKWY,x,11/4/2003,17:45-18:00,19,307,,1,24,10,4,206,1,6,7,5,2,1,,,,,,,
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,07:00-07:15,1,102,7,3,,5,13,,9,,119,1,1,7,3,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,07:15-07:30,2,106,8,4,,5,10,,8,,140,1,3,6,3,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,07:30-07:45,1,103,6,3,,6,16,,9,,121,,1,5,3,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,07:45-08:00,2,75,7,,,3,14,,7,,159,2,1,6,4,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,08:00-08:15,2,79,6,3,,4,12,,5,1,165,2,3,9,5,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,09:15-09:30,,117,9,1,,2,13,,2,,166,1,,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,09:30-09:45,,113,5,2,,2,16,,3,,174,,,1,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,09:45-10:00,2,101,1,1,,1,10,,5,1,125,2,,2,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,10:00-10:15,1,107,3,2,,2,13,,4,1,149,1,,1,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,10:15-10:30,2,105,6,1,,2,5,,4,,142,,,,,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,10:30-10:45,2,103,5,1,,2,6,,3,,138,1,,1,,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,10:45-11:00,3,108,6,2,,2,4,,6,,147,,,,,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,11:00-11:15,2,121,2,3,,3,12,,2,,109,,1,3,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,11:15-11:30,2,128,1,3,,2,10,,1,,139,,2,4,,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,11:30-11:45,2,119,6,,,2,13,,,,149,,,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,11:45-12:00,2,123,6,4,,3,9,,2,,155,,1,,,,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,12:00-12:15,1,107,4,2,,3,11,,,3,159,,1,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,12:15-12:30,2,98,3,1,,4,10,,1,,144,,,,2,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,12:30-12:45,1,102,4,,,2,13,,,,139,2,,,,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,12:45-13:00,2,95,6,,,5,8,,2,,126,3,,,,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,14:00-14:15,3,121,4,2,,4,11,,,,120,,1,,,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,14:15-14:30,2,137,5,3,,3,9,,1,,117,,,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,14:30-14:45,1,145,6,3,,4,6,,,,123,2,,3,,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,14:45-15:00,,175,7,2,,4,8,,3,3,114,,,,5,2,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,15:00-15:15,1,190,7,1,,6,12,,6,,126,,,,4,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,15:15-15:30,5,193,6,2,,7,17,,5,,132,,6,7,,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,15:30-15:45,3,192,6,1,,8,15,,6,,130,,3,3,2,7,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,15:45-16:00,4,261,11,3,,6,11,,5,,161,,1,6,1,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,16:00-16:15,3,295,8,,,7,10,,1,,167,1,,6,3,1,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,16:15-16:30,6,240,13,5,,4,13,,9,,154,1,1,5,,6,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,16:30-16:45,3,283,14,3,,5,10,,5,,160,1,1,4,2,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,16:45-17:00,4,297,12,4,,3,12,,9,,189,,3,,,3,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,17:00-17:15,2,308,7,,,4,15,,6,,210,,,,2,5,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,17:15-17:30,3,312,8,3,,5,11,,4,,176,1,1,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,17:30-17:45,2,247,9,2,,2,13,,3,,150,,,,,4,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/RIGGS%20ROAD %206TH%20STREET%20%26%20NICHOLSON%20STREET%20NE.txt,RIGGS ROAD NE 6TH STREET & NICHOLSON STREET,x,11/20/2003,17:45-18:00,1,269,8,4,,4,8,,,,119,,1,,,5,,,,,
file,name,id,date,time,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,Right,Thru,Left,D,A,C,B,,,,,
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,07:00-07:15,,201,7,,,,8,37,,14,69,13,,7,5,2,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,09:00-09:15,,247,6,,,,14,103,,18,73,14,,9,4,4,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,09:15-09:30,,227,,,,,13,121,,7,69,17,,7,1,4,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,09:30-09:45,,187,3,,,,11,119,,12,65,14,,6,3,3,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,09:45-10:00,,148,5,,,,9,101,,5,63,12,,4,4,4,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,10:00-10:15,,167,4,,,,10,110,,8,62,13,,5,3,3,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,10:15-10:30,,113,8,,,,6,80,,9,59,6,,,4,5,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,10:30-10:45,,106,4,,,,7,79,,8,67,8,,,7,8,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,10:45-11:00,,120,12,,,,8,81,,8,51,7,,,2,2,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,11:00-11:15,,102,7,,,,10,71,,8,49,15,,1,,6,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,11:15-11:30,,104,3,,,,7,63,,6,47,14,,,4,4,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,11:30-11:45,,139,4,,,,6,59,,5,51,16,,1,7,7,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,11:45-12:00,,106,4,,,,5,69,,6,56,10,,,5,11,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,12:00-12:15,,109,7,,,,4,63,,6,47,7,,,7,3,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,12:15-12:30,,79,4,,,,3,69,,9,41,12,,,2,5,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,12:30-12:45,,105,11,,,,12,79,,9,39,12,,,8,15,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,12:45-13:00,,96,7,,,,14,96,,5,46,7,,,8,4,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,14:00-14:15,,115,6,,,,19,116,,13,79,10,,1,1,2,,,,,,38.926854,-77.025939
hutrc/www.hutrc.howard.edu/sites/default/files/tree/2003/November/SHERMAN%20AVENUE%20%26%20HARVARD%20STREET%20NW.txt,SHERMAN AVENUE NW & HARVARD STREET,x,11/18/2003,14:15-14:30,,108,6,,,,21,143,,10,89,14,,,2,3,,,,,,38.926854,-77.025939
